Track Name,Artist,Value,TopPos,TopMonth,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,16179,10,5,2017,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4
SUBEME LA RADIO,Enrique Iglesias,10774,100,8,2017,0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,208163,4
La Rompe Corazones,Daddy Yankee,2720,100,3,2017,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018,204520,4
Skin,Rag'n'Bone Man,21,100,3,2017,0.565,0.745,0,-7.733,1,0.31,0.265,0,0.147,0.352,170.654,239627,4
"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,27,74,2,2017,0.483,0.121,2,-15.133,0,0.0349,0.91,0,0.0885,0.419,106.032,149720,4
Love On The Brain,Rihanna,982,62,3,2017,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
The Other,Lauv,14,100,2,2017,0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,189333,4
Me Rehúso,Danny Ocean,19300,18,8,2017,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4
Galway Girl,Ed Sheeran,12874,10,4,2017,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4
Dive,Ed Sheeran,2664,10,3,2017,0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,238440,3
Perfect,Ed Sheeran,14122,10,3,2017,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3
Eraser,Ed Sheeran,1073,11,3,2017,0.64,0.812,8,-5.647,0,0.0834,0.086,0,0.0509,0.914,86.013,227427,4
What Do I Know?,Ed Sheeran,2129,100,4,2017,0.838,0.492,1,-5.69,0,0.038,0.251,0,0.262,0.895,115.092,237333,4
New Man,Ed Sheeran,2156,11,3,2017,0.78,0.745,7,-3.97,1,0.145,0.0559,0,0.0595,0.862,94.026,189280,4
Happier,Ed Sheeran,3549,10,3,2017,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520,4
Hearts Don't Break Around Here,Ed Sheeran,1121,19,3,2017,0.604,0.366,7,-7.881,1,0.0267,0.719,0,0.162,0.181,105.177,248413,3
Supermarket Flowers,Ed Sheeran,1531,18,3,2017,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,221107,4
Barcelona,Ed Sheeran,1524,19,3,2017,0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,191147,4
Green Light,Lorde,4328,100,5,2017,0.616,0.714,9,-7.792,1,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924,234653,4
Bibia Be Ye Ye,Ed Sheeran,918,100,3,2017,0.738,0.677,7,-5.121,1,0.0824,0.52,0,0.133,0.882,127.067,176747,4
Nancy Mulligan,Ed Sheeran,1187,23,3,2017,0.68,0.852,7,-4.35,1,0.0349,0.117,0,0.0866,0.858,101.993,179787,4
Save Myself,Ed Sheeran,829,31,3,2017,0.552,0.29,10,-5.617,1,0.0448,0.85,0,0.227,0.481,78.842,247107,4
Hypnotised,Coldplay,32,69,3,2017,0.513,0.683,5,-6.185,1,0.032,0.339,0.739,0.0871,0.153,120.056,355172,4
Location,Khalid,12517,100,12,2017,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
No Frauds,Nicki Minaj,302,57,3,2017,0.873,0.561,1,-7.013,1,0.272,0.0766,2.93e-06,0.416,0.417,139.064,272453,4
Liability,Lorde,50,67,3,2017,0.534,0.218,10,-11.16,0,0.111,0.923,0,0.0944,0.345,76.715,171728,4
Waterfall,Stargate,10,91,3,2017,0.372,0.919,11,-1.68,0,0.3,0.0987,0,0.234,0.419,182.785,200029,4
Tuesday,Burak Yeter,3350,100,3,2017,0.839,0.645,9,-6.084,0,0.081,0.0159,0.0228,0.0569,0.64,98.972,241875,4
Chanel,Frank Ocean,128,70,3,2017,0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,210285,4
Rolex,Ayo & Teo,81,100,3,2017,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,238587,4
Look At Me!,XXXTENTACION,938,100,3,2017,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4
Symphony (feat. Zara Larsson),Clean Bandit,14037,10,4,2017,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4
Sigo Extrañándote,J Balvin,2497,100,3,2017,0.889,0.853,9,-4.26,1,0.241,0.154,0.000107,0.205,0.922,93.022,201280,4
Passionfruit,Drake,10270,11,4,2017,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
Free Smoke,Drake,1365,12,3,2017,0.617,0.492,10,-7.588,0,0.448,0.0621,0,0.484,0.208,141.953,218674,4
Portland,Drake,4825,15,3,2017,0.924,0.444,1,-8.227,1,0.243,0.0143,0,0.26,0.314,136.088,236615,4
No Long Talk,Drake,820,15,3,2017,0.919,0.627,10,-6.764,0,0.234,0.0626,0,0.529,0.52,97.076,149569,4
Blem,Drake,2008,10,3,2017,0.724,0.548,7,-8.062,0,0.0497,0.0521,7.4e-06,0.104,0.392,98.017,216558,4
Get It Together,Drake,1184,11,3,2017,0.78,0.729,5,-9.138,0,0.0493,0.0896,0.422,0.104,0.844,123.009,250337,4
Gyalchester,Drake,1958,10,3,2017,0.872,0.389,1,-8.343,1,0.0634,0.0343,0.000679,0.0941,0.156,131.012,189230,4
Jorja Interlude,Drake,636,14,3,2017,0.719,0.354,11,-10.461,1,0.104,0.755,0.00969,0.349,0.205,123.152,107673,4
Sacrifices,Drake,748,15,3,2017,0.903,0.432,8,-11.885,1,0.426,0.0463,0,0.111,0.555,139.028,307593,4
Madiba Riddim,Drake,839,100,4,2017,0.834,0.527,7,-10.4,1,0.193,0.235,0.00968,0.632,0.319,105.86,205163,4
KMT,Drake,788,17,3,2017,0.872,0.623,1,-6.984,1,0.0446,0.0143,0.0214,0.125,0.0883,119.983,162638,4
4422,Drake,676,20,3,2017,0.621,0.247,11,-12.291,0,0.0393,0.499,0.0239,0.113,0.221,111.974,186293,4
Teenage Fever,Drake,1045,20,3,2017,0.768,0.282,8,-10.348,0,0.0863,0.11,0.0208,0.113,0.175,97.043,219692,4
Glow,Drake,368,26,3,2017,0.669,0.385,0,-8.901,1,0.378,0.227,0,0.7,0.391,162.039,206120,4
Skepta Interlude,Drake,457,27,3,2017,0.801,0.813,7,-6.404,1,0.23,0.0117,3.79e-06,0.157,0.403,129.962,143214,4
Nothings Into Somethings,Drake,350,29,3,2017,0.76,0.227,11,-8.327,0,0.15,0.379,0.0017,0.355,0.279,96.912,153725,4
Lose You,Drake,337,100,3,2017,0.519,0.576,4,-9.162,1,0.414,0.736,0,0.371,0.373,87.983,305374,4
Can't Have Everything,Drake,379,32,3,2017,0.636,0.568,1,-8.441,1,0.419,0.0111,0,0.117,0.438,82.495,228438,4
Since Way Back,Drake,267,35,3,2017,0.429,0.275,0,-11.156,1,0.161,0.352,6.58e-06,0.185,0.258,76.683,368036,4
Do Not Disturb,Drake,461,35,3,2017,0.787,0.69,7,-6.206,0,0.404,0.234,0,0.112,0.465,171.029,283551,4
Ice Melts,Drake,368,100,3,2017,0.813,0.558,9,-7.559,1,0.337,0.0754,0,0.385,0.631,124.949,250770,4
The Heart Part 4,Kendrick Lamar,551,22,3,2017,0.672,0.434,9,-15.218,0,0.765,0.501,0.000125,0.272,0.54,129.209,288555,4
Still Got Time,ZAYN,2741,40,3,2017,0.748,0.627,7,-6.029,1,0.0644,0.131,0,0.0852,0.524,120.963,188491,4
Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,24,77,3,2017,0.699,0.66,6,-7.013,0,0.0861,0.00365,0,0.139,0.689,145.937,225616,4
Andromeda (feat. DRAM),Gorillaz,17,84,3,2017,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,197547,4
Ascension (feat. Vince Staples),Gorillaz,24,86,4,2017,0.676,0.905,1,-2.569,1,0.147,0.594,0,0.154,0.519,152.186,155973,4
XO TOUR Llif3,Lil Uzi Vert,22138,10,6,2017,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,4
Everyday,Ariana Grande,198,100,3,2017,0.635,0.738,7,-4.424,0,0.0519,0.0192,0,0.15,0.428,130.971,194840,4
HUMBLE.,Kendrick Lamar,20595,1,4,2017,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
The One,The Chainsmokers,2406,16,4,2017,0.76,0.303,2,-11.362,1,0.0284,0.238,8.09e-06,0.294,0.15,99.991,177573,4
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,486,52,3,2017,0.784,0.728,0,-4.549,0,0.0539,0.34,0,0.222,0.713,110.165,229160,4
No Promises (feat. Demi Lovato),Cheat Codes,9048,100,10,2017,0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504,4
Everybody,Logic,156,63,5,2017,0.885,0.94,1,-5.908,1,0.0909,0.158,0,0.0675,0.77,110.005,162347,4
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,3354,100,4,2017,0.489,0.962,0,-2.597,1,0.215,0.0277,6.18e-06,0.128,0.518,104.563,194942,4
goosebumps,Travis Scott,7293,56,7,2017,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4
All Night (feat. Knox Fortune),Chance the Rapper,10,95,4,2017,0.704,0.777,2,-5.729,1,0.195,0.0358,0,0.151,0.392,111.921,141542,4
Sign of the Times,Harry Styles,7112,13,4,2017,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,4
Break Up Every Night,The Chainsmokers,296,33,4,2017,0.624,0.806,1,-5.957,1,0.0437,0.00411,0,0.0872,0.528,149.999,207520,4
Now Or Never,Halsey,6654,28,6,2017,0.663,0.575,6,-4.907,0,0.0458,0.1,3.16e-06,0.133,0.458,110.04,214802,4
Bloodstream,The Chainsmokers,106,57,4,2017,0.62,0.627,9,-5.889,1,0.0259,0.0317,0,0.172,0.164,90.955,224280,4
Don't Say,The Chainsmokers,95,58,4,2017,0.567,0.464,5,-9.66,1,0.0302,0.0199,9.31e-06,0.269,0.309,99.806,228480,4
Honest,The Chainsmokers,65,59,4,2017,0.673,0.514,0,-10.772,0,0.0465,0.0121,8.5e-05,0.385,0.312,100.035,208000,4
My Type,The Chainsmokers,49,100,4,2017,0.604,0.603,7,-6.324,0,0.0389,0.0357,0,0.126,0.15,94.989,217413,4
It Won't Kill Ya,The Chainsmokers,32,72,4,2017,0.572,0.53,6,-8.521,0,0.0654,0.0647,0.000169,0.127,0.12,170.138,217613,4
Wake Up Alone,The Chainsmokers,16,85,4,2017,0.643,0.52,9,-5.968,0,0.0334,0.0102,0,0.11,0.23,75.168,215720,4
Young,The Chainsmokers,14,87,4,2017,0.615,0.564,9,-6.384,1,0.0291,0.0105,0,0.148,0.454,103.006,224773,4
Last Day Alive,The Chainsmokers,8,93,4,2017,0.435,0.706,0,-8.197,1,0.0425,0.0571,4.15e-05,0.0903,0.24,144.913,214307,4
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,10322,21,6,2017,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4
Good Life (with G-Eazy & Kehlani),G-Eazy,3556,24,5,2017,0.565,0.771,1,-5.22,1,0.213,0.00464,0,0.0568,0.573,168.385,225526,4
Escápate Conmigo,Wisin,10206,100,4,2017,0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,232787,4
DNA.,Kendrick Lamar,8293,10,4,2017,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,185947,4
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3706,10,4,2017,0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,227360,4
ELEMENT.,Kendrick Lamar,2252,100,5,2017,0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,208733,4
YAH.,Kendrick Lamar,1063,13,4,2017,0.67,0.7,1,-7.893,1,0.196,0.576,5.34e-06,0.226,0.648,69.986,160293,4
BLOOD.,Kendrick Lamar,495,100,4,2017,0.357,0.238,8,-16.78,0,0.265,0.142,0.0859,0.55,0.494,156.907,118067,4
FEEL.,Kendrick Lamar,877,11,4,2017,0.746,0.798,0,-8.382,1,0.349,0.137,0,0.139,0.553,109.968,214827,4
PRIDE.,Kendrick Lamar,920,14,4,2017,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4
XXX. FEAT. U2.,Kendrick Lamar,1137,100,5,2017,0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,254200,4
LOVE. FEAT. ZACARI.,Kendrick Lamar,3762,100,8,2017,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,4
LUST.,Kendrick Lamar,814,100,4,2017,0.678,0.562,3,-9.197,0,0.508,0.193,0,0.104,0.566,94.241,307880,4
FEAR.,Kendrick Lamar,589,23,4,2017,0.588,0.479,1,-7.039,1,0.281,0.604,7.2e-06,0.527,0.434,150.414,460573,4
DUCKWORTH.,Kendrick Lamar,452,100,4,2017,0.552,0.731,7,-6.873,1,0.615,0.0536,0,0.258,0.632,174.516,248613,4
GOD.,Kendrick Lamar,498,100,4,2017,0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,248827,4
The Cure,Lady Gaga,3773,30,5,2017,0.696,0.503,8,-4.842,1,0.0356,0.0745,0,0.0869,0.559,99.977,211364,4
Despacito - Remix,Luis Fonsi,19395,1,4,2017,0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,228827,4
Unforgettable,French Montana,21217,10,9,2017,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233833,4
Lust for Life (with The Weeknd),Lana Del Rey,392,27,4,2017,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,264011,4
There's Nothing Holdin' Me Back,Shawn Mendes,16594,10,6,2017,0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4
Hard Times,Paramore,75,59,4,2017,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4
do re mi,blackbear,538,71,5,2017,0.742,0.599,8,-6.256,1,0.0465,0.00419,1.02e-05,0.126,0.154,110.977,212027,3
Attention,Charlie Puth,19151,10,5,2017,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
The Night We Met,Lord Huron,1498,51,5,2017,0.443,0.369,9,-9.514,1,0.0441,0.969,0.277,0.638,0.0989,174.107,208212,3
Felices los 4,Maluma,14792,100,12,2017,0.755,0.789,5,-4.502,1,0.146,0.231,0,0.351,0.737,93.973,229849,4
Ahora Dice,Chris Jeday,7247,100,11,2017,0.708,0.693,6,-5.516,1,0.138,0.246,0,0.129,0.427,143.965,271080,4
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,440,100,6,2017,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,209269,4
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,12004,10,8,2017,0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,4
First Time,Kygo,6256,17,5,2017,0.633,0.592,0,-7.245,0,0.112,0.197,0,0.099,0.679,90.066,193511,4
Bon appétit,Katy Perry,590,38,4,2017,0.797,0.792,6,-5.758,1,0.0607,0.111,7.88e-05,0.24,0.54,106.038,227822,4
Thunder,Imagine Dragons,19420,10,7,2017,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,187147,4
Saturnz Barz (feat. Popcaan),Gorillaz,18,83,4,2017,0.383,0.621,6,-5.878,0,0.113,0.0272,0,0.427,0.213,80.051,181907,4
1-800-273-8255,Logic,16662,10,9,2017,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,250173,4
I'm the One,DJ Khaled,3168,2,5,2017,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,288877,4
Chantaje,Shakira,890,57,5,2017,0.859,0.756,8,-3.36,0,0.0643,0.168,4.65e-05,0.163,0.91,102.033,195613,4
Bon Appétit,Katy Perry,1233,45,5,2017,0.797,0.791,6,-5.799,1,0.0626,0.115,6e-05,0.144,0.516,106.044,227292,4
Sweet Creature,Harry Styles,490,100,5,2017,0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,224867,4
Whippin (feat. Felix Snow),Kiiara,23,100,5,2017,0.87,0.502,5,-7.497,0,0.0549,0.549,0.00356,0.0916,0.673,82.53,160597,4
Call on Me - Ryan Riback Remix,Starley,61,40,5,2017,0.691,0.821,0,-4.527,1,0.0401,0.136,0.000115,0.092,0.759,104.961,222000,4
Slow Hands,Niall Horan,9951,28,7,2017,0.728,0.426,0,-6.69,1,0.0509,0.0142,0,0.0546,0.844,85.908,188174,4
America,Logic,19,82,5,2017,0.838,0.891,1,-4.155,1,0.135,0.124,0.000312,0.107,0.605,115.01,331347,4
Hallelujah,Logic,16,85,5,2017,0.663,0.605,11,-8.299,0,0.191,0.479,2.99e-06,0.333,0.498,136.001,448733,4
Killing Spree,Logic,15,86,5,2017,0.854,0.77,1,-5.887,0,0.159,0.028,0,0.117,0.178,123.984,206613,4
Take It Back,Logic,12,89,5,2017,0.818,0.835,7,-4.575,1,0.282,0.0677,0,0.239,0.68,134.992,400013,4
Confess,Logic,10,91,5,2017,0.751,0.972,0,-2.821,1,0.0876,0.278,0.00109,0.139,0.481,122.946,343027,4
Hey DJ,CNCO,4523,48,7,2017,0.792,0.819,5,-5.418,1,0.0867,0.0309,0,0.389,0.433,89.98,205520,4
Ciao Adios,Anne-Marie,11,93,5,2017,0.698,0.882,4,-3.078,0,0.0863,0.127,0,0.15,0.445,106.083,200105,4
Most Girls,Hailee Steinfeld,4429,100,9,2017,0.755,0.57,9,-7.132,1,0.0888,0.0416,0,0.0891,0.406,102.991,204400,4
Slippery (feat. Gucci Mane),Migos,2579,100,9,2017,0.92,0.674,1,-5.662,0,0.264,0.307,0,0.104,0.741,141.967,304041,4
Malibu,Miley Cyrus,6172,10,5,2017,0.565,0.782,8,-6.413,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,231906,4
Carolina,Harry Styles,153,37,5,2017,0.624,0.673,4,-4.017,0,0.0268,0.000569,1.54e-06,0.104,0.458,121.986,189613,4
Rollin,Calvin Harris,1155,38,5,2017,0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,272667,4
Meet Me in the Hallway,Harry Styles,77,55,5,2017,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,227200,4
Two Ghosts,Harry Styles,72,56,5,2017,0.386,0.407,6,-7.095,0,0.0268,0.234,1.86e-06,0.0999,0.456,69.387,229813,4
Kiwi,Harry Styles,43,65,5,2017,0.375,0.93,2,-2.631,1,0.0561,0.00064,0,0.318,0.491,147.124,176387,4
Ever Since New York,Harry Styles,33,68,5,2017,0.389,0.537,10,-6.761,1,0.0309,0.2,3.13e-06,0.125,0.383,127.964,253387,5
Only Angel,Harry Styles,31,72,5,2017,0.554,0.842,5,-4.113,1,0.0397,0.287,0,0.106,0.348,114.036,291080,4
Whatever It Takes,Imagine Dragons,633,100,5,2017,0.673,0.671,1,-4.998,1,0.0302,0.0476,0,0.107,0.523,134.942,201601,4
Woman,Harry Styles,24,77,5,2017,0.624,0.647,3,-4.68,0,0.0335,0.0169,0.0038,0.221,0.379,136.022,278800,4
From the Dining Table,Harry Styles,17,84,5,2017,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4
Tu Foto,Ozuna,2049,100,5,2017,0.735,0.482,7,-9.21,1,0.0508,0.205,0.000194,0.0894,0.795,175.907,193118,4
Amar pelos Dois,Salvador Sobral,4,97,5,2017,0.21,0.0959,5,-17.767,1,0.0347,0.854,0.00355,0.261,0.167,175.914,185080,3
Quit (feat. Ariana Grande),Cashmere Cat,473,100,6,2017,0.365,0.413,0,-7.369,0,0.0507,0.103,3.13e-05,0.103,0.125,84.746,258188,3
No Vacancy,OneRepublic,1347,59,6,2017,0.71,0.73,5,-4.001,1,0.0607,0.0571,0,0.139,0.48,99.986,223190,4
Mama,Jonas Blue,12566,100,11,2017,0.741,0.79,11,-4.086,0,0.0469,0.113,0,0.0542,0.528,104.043,184134,4
Bad Liar,Selena Gomez,6392,11,5,2017,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4
Black Hole Sun,Soundgarden,41,60,5,2017,0.354,0.825,6,-5.325,1,0.0406,0.000203,6.95e-05,0.0758,0.16,105.495,318587,4
Like a Stone,Audioslave,17,84,5,2017,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960,4
Strip That Down,Liam Payne,13526,10,6,2017,0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,204502,4
Swish Swish,Katy Perry,2644,41,6,2017,0.835,0.719,5,-5.167,0,0.0559,0.0182,1.9e-05,0.127,0.532,119.946,242174,4
Crying in the Club,Camila Cabello,5754,30,7,2017,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,216391,4
Switch,Iggy Azalea,19,82,5,2017,0.914,0.624,11,-6.112,0,0.0531,0.00348,0.00389,0.395,0.346,109.977,189600,4
OK,Robin Schulz,3609,100,9,2017,0.653,0.81,7,-6.032,0,0.0558,0.118,0,0.126,0.583,121.951,189307,4
Me Enamoré,Shakira,2032,64,7,2017,0.711,0.875,5,-2.211,1,0.104,0.211,0.000198,0.0862,0.922,103.637,225813,4
Mask Off - Remix,Future,218,61,5,2017,0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005,257987,4
There for You,Martin Garrix,8994,17,6,2017,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4
Strangers,Halsey,38,80,5,2017,0.69,0.784,11,-4.724,1,0.056,0.01,4.08e-05,0.22,0.284,109.969,221206,4
Your Song,Rita Ora,8373,100,10,2017,0.855,0.624,1,-4.093,1,0.0488,0.158,0,0.0513,0.962,117.959,180757,4
More Than You Know,Axwell /\ Ingrosso,13491,14,7,2017,0.645,0.741,5,-4.989,0,0.0339,0.0323,0,0.29,0.534,123.07,203000,4
Magnolia,Playboi Carti,2842,54,6,2017,0.791,0.581,11,-7.323,0,0.286,0.0113,0,0.35,0.438,162.99,181812,4
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,6554,28,6,2017,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850,4
Down,Fifth Harmony,2775,100,9,2017,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,164985,4
Rollin (feat. Future & Khalid),Calvin Harris,3030,32,7,2017,0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953,272653,4
One Last Time,Ariana Grande,86,68,6,2017,0.624,0.618,8,-4.868,1,0.0322,0.115,3.3e-06,0.104,0.122,125.036,197253,4
To the Max,DJ Khaled,436,100,6,2017,0.461,0.812,10,-5.776,0,0.241,0.0184,0.000375,0.21,0.72,159.869,193902,4
2U (feat. Justin Bieber),David Guetta,10912,10,7,2017,0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,194897,4
...Baby One More Time - Recorded at Spotify Studios NYC,Ed Sheeran,4,97,6,2017,0.792,0.307,11,-6.224,0,0.0522,0.189,0,0.0834,0.631,104.511,177215,4
BUTTERFLY EFFECT,Travis Scott,7797,100,6,2017,0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,190678,4
I Like Me Better,Lauv,10986,100,6,2017,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,13136,10,9,2017,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,12248,10,9,2017,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.98,204173,4
Homemade Dynamite,Lorde,75,63,6,2017,0.762,0.437,10,-5.581,1,0.0568,0.252,2.86e-06,0.0901,0.217,106.965,189796,4
Supercut,Lorde,34,67,6,2017,0.587,0.442,0,-10.395,1,0.0506,0.225,2.72e-05,0.0801,0.158,124.881,277506,4
Sober,Lorde,33,73,6,2017,0.795,0.488,6,-10.349,1,0.192,0.2,0.00364,0.133,0.528,107.734,197236,4
All I Can Think About Is You,Coldplay,28,84,7,2017,0.348,0.712,5,-6.412,1,0.0335,0.155,0.702,0.0683,0.424,73.102,274587,4
The Louvre,Lorde,10,91,6,2017,0.654,0.389,0,-10.053,1,0.0481,0.261,0.0116,0.0891,0.132,123.151,271088,4
Perfect Places,Lorde,48,90,6,2017,0.621,0.574,1,-5.325,0,0.0555,0.00289,3.04e-05,0.128,0.537,104.344,221874,4
Walking The Wire,Imagine Dragons,80,61,6,2017,0.539,0.768,4,-5.344,1,0.0336,0.0168,1.43e-06,0.0939,0.12,99.961,232907,4
4 AM,2 Chainz,216,100,6,2017,0.796,0.5,1,-7.21,1,0.425,0.118,0,0.155,0.227,75.012,255560,4
Bonita,J Balvin,7842,37,8,2017,0.782,0.868,5,-1.715,0,0.04,0.0106,0.00252,0.29,0.884,96.042,265747,4
Reminding Me,Shawn Hook,3,98,6,2017,0.603,0.55,9,-4.862,0,0.0397,0.116,0,0.106,0.265,132.858,209933,4
Came Here for Love,Sigala,736,74,7,2017,0.708,0.868,6,-3.287,1,0.0431,0.0313,0,0.122,0.72,124.994,202999,4
Una Lady Como Tú,Manuel Turizo,5870,100,6,2017,0.788,0.477,4,-7.348,1,0.0434,0.549,0,0.349,0.86,94.983,213027,4
Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled,274,52,6,2017,0.652,0.827,7,-3.98,0,0.0445,0.015,0,0.432,0.659,100.011,229147,4
I Don’t Know Why,Imagine Dragons,71,100,6,2017,0.475,0.657,2,-7.381,1,0.0708,0.0058,8.81e-06,0.181,0.0707,132.071,190120,4
I’ll Make It Up To You,Imagine Dragons,29,72,6,2017,0.512,0.685,7,-7.475,1,0.0838,0.00994,0.0219,0.38,0.163,177.031,262600,3
Rise Up,Imagine Dragons,5,96,6,2017,0.33,0.719,3,-6.557,1,0.0588,0.0117,0.000297,0.0958,0.0886,93.798,231720,4
Start Over,Imagine Dragons,3,98,6,2017,0.698,0.928,1,-5.024,0,0.102,0.00529,0.000102,0.144,0.767,98.008,186080,3
Signs,Drake,4242,100,9,2017,0.801,0.727,0,-4.687,1,0.0606,0.0864,0.00406,0.112,0.218,107.371,234373,4
